.target	sm_121a
        /*05a0*/                   LOP3.LUT P3, RZ, R0, 0x3, RZ, 0xc0, !PT ;
        /*05b0*/                   LDCU.64 UR18, c[0x0][0x3a8] ;
        /*05c0*/                   R2UR UR9, R4 ;
        /*05d0*/                   LDC.64 R30, c[0x0][0x418] ;
        /*05e0*/                   ISETP.GE.U32.AND P2, PT, R3, 0x80, PT ;
        /*05f0*/                   LDCU.64 UR20, c[0x0][0x430] ;
        /*0600*/                   LOP3.LUT R4, R5, 0x7, R0.reuse, 0xf8, !PT ;
        /*0610*/                   SHF.R.U32.HI R5, RZ, 0x3, R0 ;
        /*0620*/                   ULEA UR24, UR30, UR23, 0x18 ;
        /*0630*/                   LOP3.LUT R6, R56.reuse, 0x2, RZ, 0xfc, !PT ;
        /*0640*/                   LDC.64 R32, c[0x0][0x400] ;
        /*0650*/                   UMOV UR23, UR27 ;
        /*0660*/                   UIMAD UR27, UR25, -0x3, UR4 ;
        /*0670*/                   LOP3.LUT R7, R56.reuse, 0x4, RZ, 0xfc, !PT ;
        /*0680*/                   UIMAD UR22, UR36, 0x14, URZ ;
        /*0690*/                   LOP3.LUT R8, R56, 0x6, RZ, 0xfc, !PT ;
        /*06a0*/                   IMAD.WIDE.U32 R26, R13, 0x2, R26 ;
        /*06b0*/                   ISETP.LT.U32.AND P5, PT, R3.reuse, 0x20, !P4 ;
        /*06c0*/                   LDC.64 R54, c[0x0][0x410] ;
        /*06d0*/                   ISETP.LT.U32.AND P4, PT, R3.reuse, 0x4, !P3 ;
        /*06e0*/                   ISETP.LT.U32.AND P3, PT, R3, 0x20, !P3 ;
        /*06f0*/                   ISETP.EQ.U32.AND P2, PT, RZ, UR27, !P2 ;
        /*0700*/                   ISETP.NE.U32.AND P0, PT, R2, RZ, PT ;
        /*0710*/                   MOV.64 R38, UR40 ;
        /*0720*/                   LOP3.LUT R5, R5, 0xc, RZ, 0xc0, !PT ;
        /*0730*/                   IMAD.WIDE.U32 R28, R13, 0x2, R28 ;
        /*0740*/                   LEA R6, R6, UR24, 0x4 ;
        /*0750*/                   UIMAD.WIDE.U32 UR10, UR4, 0x4, UR14 ;
        /*0760*/                   LEA R7, R7, UR24, 0x4 ;
        /*0770*/                   IMAD.WIDE.U32 R30, R13.reuse, 0x2, R30 ;
        /*0780*/                   LEA R8, R8, UR24, 0x4 ;
        /*0790*/                   UIMAD.WIDE.U32 UR14, UR4, 0x2, UR12 ;
        /*07a0*/                   LOP3.LUT R57, R0, 0x7, RZ, 0xc0, !PT ;
        /*07b0*/                   IMAD.WIDE.U32 R38, R4.reuse, 0x2, R38 ;
        /*07c0*/                   P2R R46, PR, RZ, 0x8 ;
        /*07d0*/                   UIMAD.WIDE.U32 UR12, UR4, 0x2, UR42 ;
        /*07e0*/                   P2R R51, PR, RZ, 0x4 ;
        /*07f0*/                   IMAD.WIDE.U32 R32, R13, 0x4, R32 ;
        /*0800*/                   MOV R23, RZ ;
        /*0810*/                   MOV R19, RZ ;
        /*0820*/                   P2R R50, PR, RZ, 0x20 ;
        /*0830*/                   UMOV UR5, URZ ;
        /*0840*/                   P2R R47, PR, RZ, 0x10 ;
        /*0850*/                   IMAD.WIDE.U32 R54, R4, 0x2, R54 ;
        /*0860*/                   LEA R57, R57, UR24, 0x1 ;
        /*0870*/                   UMOV UR7, URZ ;
        /*0880*/                   LEA R52, R3, UR24, 0x2 ;
        /*0890*/                   LDCU.64 UR34, c[0x0][0x390] ;
        /*08a0*/                   IADD3 R2, PT, PT, R5, R6, RZ ;
        /*08b0*/                   IADD3 R0, PT, PT, R5.reuse, R7, RZ ;
        /*08c0*/                   IADD3 R58, PT, PT, R5, R8, RZ ;
        /*08d0*/                   ISETP.GE.U32.AND P3, PT, R3.reuse, 0x4, PT ;
        /*08e0*/                   ISETP.LT.U32.AND P2, PT, R3, 0x80, !P0 ;
        /*08f0*/                   UIMAD.WIDE.U32 UR16, UR4, 0x4, UR16 ;
        /*0900*/                   UIMAD.WIDE.U32 UR18, UR4, 0x2, UR18 ;
        /*0910*/                   UIMAD.WIDE.U32 UR20, UR4, 0x2, UR20 ;
        /*0920*/                   ULEA.HI UR39, UR9, UR24, URZ, 0x1d ;
        /*0930*/                   ULEA.HI UR26, UR9, UR24, URZ, 0x1a ;
        /*0940*/                   UIADD3.64 UR22, UPT, UPT, UR22, UR28, URZ ;
.L_x_9:
        /*0950*/                   MOV.64 R14, UR22 ;
        /*0960*/                   ISETP.NE.AND P4, PT, R51, RZ, PT ;
        /*0970*/                   ISETP.NE.AND P6, PT, R50, RZ, PT ;
        /*0980*/                   P2R R11, PR, RZ, 0x2 ;
        /*0990*/                   LDG.E R0, desc[UR32][R14.64] ;
        /*09a0*/                   UMOV UR9, URZ ;
        /*09b0*/                   PRMT R2, RZ, 0x7610, R2 ;
        /*09c0*/                   MOV R14, R56 ;
        /*09d0*/                   MOV R15, RZ ;
        /*09e0*/                   IADD.64 R14, R14, UR8 ;
        /*09f0*/                   PRMT R49, RZ, 0x7610, R49 ;
        /*0a00*/                   R2UR UR27, R0 ;
        /*0a10*/                   UVIMNMX.S32 UR27, URZ, UR27, !UPT ;
        /*0a20*/                   UIMAD UR30, UR27, 0x30, URZ ;
        /*0a30*/                   ULEA UR9, UR27, UR25, 0x4 ;
        /*0a40*/                   UIADD3 UR28, UPT, UPT, UR30, UR4, URZ ;
        /*0a50*/                   USHF.L.U32 UR9, UR9, 0x7, URZ ;
        /*0a60*/                   USHF.L.U32 UR28, UR28, 0x7, URZ ;
        /*0a70*/                   MOV R17, UR9 ;
        /*0a80*/                   UIMAD.WIDE UR40, UR28, 0x2, UR34 ;
        /*0a90*/                   IMAD.WIDE R16, R17, 0x2, R28 ;
        /*0aa0*/                   LEA R40, P2, R14, UR40, 0x1 ;
        /*0ab0*/                   LEA.HI.X R41, R14, UR41, R15, 0x1, P2 ;
        /*0ac0*/                   LEA R42, P2, R18, UR40, 0x1 ;
        /*0ad0*/                   LEA.HI.X R43, R18, UR41, RZ, 0x1, P2 ;
        /*0ae0*/                   LEA R14, P2, R4, UR40, 0x1 ;
        /*0af0*/                   LEA.HI.X R15, R4, UR41, RZ, 0x1, P2 ;
        /*0b00*/                   ISETP.GE.U32.AND P2, PT, R0, 0x20, PT ;
        /*0b10*/                   MOV R0, UR37 ;
        /*0b20*/                   ISETP.LT.U32.AND P3, PT, R0, 0x10, !P2 ;
        /*0b30*/              @!P2 LDG.E.U16 R2, desc[UR32][R16.64] ;
        /*0b40*/               @P3 LDG.E.U16 R49, desc[UR32][R14.64] ;
        /*0b50*/                   MOV R45, UR9 ;
        /*0b60*/                   PRMT R0, RZ, 0x7610, R0 ;
        /*0b70*/                   ISETP.EQ.U32.AND P5, PT, RZ, UR37, !P2 ;
        /*0b80*/                   IMAD.WIDE R44, R45, 0x2, R26 ;
        /*0b90*/                   PRMT R14, RZ, 0x7610, R14 ;
        /*0ba0*/              @!P2 LDG.E.U16 R0, desc[UR32][R44.64] ;
        /*0bb0*/                   PRMT R15, RZ, 0x7610, R15 ;
        /*0bc0*/                   PLOP3.LUT P4, PT, P5, P4, PT, 0x80, 0x8 ;
        /*0bd0*/              @!P2 LDG.E.U16 R14, desc[UR32][R44.64] ;
        /*0be0*/                   MOV R53, UR9 ;
        /*0bf0*/              @!P2 LDG.E.U16 R15, desc[UR32][R16.64] ;
        /*0c00*/                   PRMT R45, RZ, 0x7610, R45 ;
        /*0c10*/                   PRMT R44, RZ, 0x7610, R44 ;
        /*0c20*/                   PRMT R17, RZ, 0x7610, R17 ;
        /*0c30*/                   PRMT R16, RZ, 0x7610, R16 ;
        /*0c40*/               @P3 LDG.E.U16 R45, desc[UR32][R40.64+0x4] ;
        /*0c50*/               @P3 LDG.E.U16 R44, desc[UR32][R40.64+0x8] ;
        /*0c60*/               @P3 LDG.E.U16 R17, desc[UR32][R40.64+0xc] ;
        /*0c70*/               @P3 LDG.E.U16 R16, desc[UR32][R42.64] ;
        /*0c80*/                   IMAD.WIDE R40, R53, 0x2, R30 ;
        /*0c90*/                   UIMAD.WIDE UR40, UR30, 0x2, UR14 ;
        /*0ca0*/                   MOV R59, UR28 ;
        /*0cb0*/                   PRMT R53, RZ, 0x7610, R53 ;
        /*0cc0*/                   IMAD.WIDE R42, R59, 0x2, R38 ;
        /*0cd0*/               @P4 STG.E.U16 desc[UR32][R40.64], R2 ;
        /*0ce0*/                   PLOP3.LUT P4, PT, P6, P3, PT, 0x80, 0x8 ;
        /*0cf0*/                   MOV.64 R40, UR40 ;
        /*0d00*/               @P4 STG.E.U16 desc[UR32][R42.64], R49 ;
        /*0d10*/              @!P2 LDG.E.U16 R53, desc[UR32][R40.64] ;
        /*0d20*/                   UIMAD.WIDE UR40, UR30, 0x2, UR18 ;
        /*0d30*/                   PRMT R49, RZ, 0x7610, R49 ;
        /*0d40*/                   MOV.64 R40, UR40 ;
        /*0d50*/              @!P2 LDG.E.U16 R49, desc[UR32][R40.64] ;
        /*0d60*/                   ISETP.NE.AND P1, PT, R48, RZ, PT ;
        /*0d70*/                   UIMAD.WIDE UR40, UR30, 0x2, UR12 ;
        /*0d80*/                   UIMAD.WIDE UR30, UR30, 0x2, UR20 ;
        /*0d90*/                   PLOP3.LUT P5, PT, P1, P5, PT, 0x80, 0x8 ;
        /*0da0*/                   MOV.64 R42, UR30 ;
        /*0db0*/                   MOV.64 R40, UR40 ;
        /*0dc0*/                   IMAD.U32 R14, R14, 0x10000, RZ ;
        /*0dd0*/                   FMUL R61, R14, R14 ;
        /*0de0*/                   SHFL.BFLY PT, R61, R61, 0x10, 0x1f ;
        /*0df0*/                   FFMA R61, R14, R14, R61 ;
        /*0e00*/                   SHFL.BFLY PT, R14, R61, 0x8, 0x1f ;
        /*0e10*/                   FADD R14, R61, R14 ;
        /*0e20*/                   IMAD.U32 R59, R53, 0x10000, RZ ;
        /*0e30*/                   FADD R59, RZ, -R59 ;
        /*0e40*/                   FMUL R60, R59, 1.4426950216293334961 ;
        /*0e50*/                   FSETP.GEU.AND P6, PT, R60, -126, PT ;
        /*0e60*/              @!P6 FMUL R60, R60, 0.5 ;
        /*0e70*/                   MUFU.EX2 R59, R60 ;
        /*0e80*/               @P5 STG.E.U16 desc[UR32][R40.64], R49 ;
        /*0e90*/               @P5 STG.E.U16 desc[UR32][R42.64], R53 ;
        /*0ea0*/              @!P6 FMUL R59, R59, R59 ;
        /*0eb0*/                   FADD R43, R59, 1 ;
        /*0ec0*/                   MOV R59, 0x3e800000 ;
        /*0ed0*/                   MOV.64 R40, UR16 ;
        /*0ee0*/                   FSETP.GT.AND P5, PT, R43, 8.50705917302346158658e+37, PT ;
        /*0ef0*/                   FSEL R42, R59, 1, P5 ;
        /*0f00*/                   LDG.E R59, desc[UR32][R40.64] ;
        /*0f10*/                   SHFL.BFLY PT, R53, R14, 0x4, 0x1f ;
        /*0f20*/                   MOV.64 R40, UR10 ;
        /*0f30*/                   LDG.E R60, desc[UR32][R40.64] ;
        /*0f40*/                   FADD R14, R14, R53 ;
        /*0f50*/                   SHFL.BFLY PT, R53, R14, 0x2, 0x1f ;
        /*0f60*/                   IMAD.U32 R2, R2, 0x10000, RZ ;
        /*0f70*/                   FMUL R41, R2, R2 ;
        /*0f80*/                   FADD R53, R14, R53 ;
        /*0f90*/                   SHFL.BFLY PT, R40, R53, 0x1, 0x1f ;
        /*0fa0*/                   SHFL.BFLY PT, R41, R41, 0x10, 0x1f ;
        /*0fb0*/                   ISETP.LT.U32.AND P1, PT, R3, 0x80, !P0 ;
        /*0fc0*/               @P5 FMUL R43, R43, 0.25 ;
        /*0fd0*/                   ISETP.GE.U32.AND P5, PT, R3, 0x4, PT ;
        /*0fe0*/                   BAR.SYNC.DEFER_BLOCKING 0x0 ;
        /*0ff0*/                   FADD R40, R53, R40 ;
        /*1000*/               @P1 STS [R5+UR24], R40 ;
        /*1010*/                   BAR.SYNC.DEFER_BLOCKING 0x0 ;
        /*1020*/                   FFMA R41, R2, R2, R41 ;
        /*1030*/                   SHFL.BFLY PT, R2, R41, 0x8, 0x1f ;
        /*1040*/              @!P5 LDS R10, [R52] ;
        /*1050*/                   FADD R14, R41, R2 ;
        /*1060*/                   SHFL.BFLY PT, R61, R14, 0x4, 0x1f ;
        /*1070*/                   FADD R61, R14, R61 ;
        /*1080*/                   SHFL.BFLY PT, R53, R10, 0x2, 0x1f ;
        /*1090*/                   SHFL.BFLY PT, R2, R61, 0x2, 0x1f ;
        /*10a0*/                   FADD R53, R10, R53 ;
        /*10b0*/                   FADD R40, R61, R2 ;
        /*10c0*/                   SHFL.BFLY PT, R2, R53, 0x1, 0x1f ;
        /*10d0*/                   ISETP.NE.AND P6, PT, R47, RZ, PT ;
        /*10e0*/                   S2UR UR29, SR_CgaCtaId ;
        /*10f0*/                   IMAD.U32 R49, R49, 0x10000, RZ ;
        /*1100*/                   R2UR UR30, R49 ;
        /*1110*/                   FADD R41, R53, R2 ;
        /*1120*/               @P6 STS [R52], R41 ;
        /*1130*/                   SHFL.BFLY PT, R49, R40, 0x1, 0x1f ;
        /*1140*/                   FADD R14, R40, R49 ;
        /*1150*/                   BAR.SYNC.DEFER_BLOCKING 0x0 ;
        /*1160*/                   R2UR UR9, R59 ;
        /*1170*/                   UFADD UR30, UR30, UR9 ;
        /*1180*/                   UMOV UR9, 0x400 ;
        /*1190*/                   ULEA UR41, UR29, UR9, 0x18 ;
        /*11a0*/                   LDS R2, [UR41] ;
        /*11b0*/                   BAR.SYNC.DEFER_BLOCKING 0x0 ;
        /*11c0*/                   UFMUL UR31, UR30, 1.4426950216293334961 ;
        /*11d0*/               @P1 STS [R5+UR24], R14 ;
        /*11e0*/                   BAR.SYNC.DEFER_BLOCKING 0x0 ;
        /*11f0*/                   UFSETP.GEU.AND UP0, UPT, UR31, -126, UPT ;
        /*1200*/                   @!UP0 UFMUL UR31, UR31, 0.5 ;
        /*1210*/              @!P5 LDS R12, [R52] ;
        /*1220*/                   MUFU.EX2 R59, UR31 ;
        /*1230*/                   ISETP.NE.AND P1, PT, R11, RZ, PT ;
        /*1240*/                   R2UR UR9, R60 ;
        /*1250*/                   R2UR UR29, R59 ;
        /*1260*/                   UFMUL UR9, UR9, 1.4426950216293334961 ;
        /*1270*/                   @!UP0 UFMUL UR29, UR29, UR29 ;
        /*1280*/                   SHFL.BFLY PT, R11, R12, 0x2, 0x1f ;
        /*1290*/                   UFADD UR40, UR29, 1 ;
        /*12a0*/                   UIADD3 UR29, UPT, UPT, UR40, -0x3f2aaaab, URZ ;
        /*12b0*/                   ULOP3.LUT UR31, UR29, 0xff800000, URZ, 0xc0, !UPT ;
        /*12c0*/                   UFSETP.GEU.AND UP2, UPT, UR9, -126, UPT ;
        /*12d0*/                   UIADD3 UR29, UPT, UPT, UR40, -UR31, URZ ;
        /*12e0*/                   UFADD UR38, UR29, -1 ;
        /*12f0*/                   FADD R11, R12, R11 ;
        /*1300*/                   UMOV UR29, 0x3e055027 ;
        /*1310*/                   SHFL.BFLY PT, R14, R11, 0x1, 0x1f ;
        /*1320*/                   UFFMA.FTZ UR29, UR38, -UR29, 0.14084610342979431152 ;
        /*1330*/                   @!UP2 UFMUL UR9, UR9, 0.5 ;
        /*1340*/                   UFFMA.FTZ UR29, UR38, UR29, -0.12148627638816833496 ;
        /*1350*/                   UFFMA.FTZ UR29, UR38, UR29, 0.13980610668659210205 ;
        /*1360*/                   MUFU.EX2 R40, UR9 ;
        /*1370*/                   UFFMA.FTZ UR29, UR38, UR29, -0.16684235632419586182 ;
        /*1380*/                   UFFMA.FTZ UR29, UR38, UR29, 0.20012299716472625732 ;
        /*1390*/                   UFFMA.FTZ UR29, UR38, UR29, -0.24999669194221496582 ;
        /*13a0*/                   FADD R11, R11, R14 ;
        /*13b0*/                   UFFMA.FTZ UR9, UR38, UR29, 0.33333182334899902344 ;
        /*13c0*/               @P6 STS [R52], R11 ;
        /*13d0*/                   UFFMA.FTZ UR9, UR38, UR9, -0.5 ;
        /*13e0*/                   R2UR UR29, R40 ;
        /*13f0*/                   BAR.SYNC.DEFER_BLOCKING 0x0 ;
        /*1400*/                   UISETP.GE.U32.AND UP0, UPT, UR40, 0x7f800000, UPT ;
        /*1410*/                   UI2FP.F32.S32 UR31, UR31 ;
        /*1420*/                   UFMUL UR9, UR38, UR9 ;
        /*1430*/                   UFSETP.GTU.AND UP1, UPT, UR30, 20, UPT ;
        /*1440*/                   UFFMA.FTZ UR31, UR31, 1.1920928955078125e-07, URZ ;
        /*1450*/                   UFFMA.FTZ UR9, UR38, UR9, UR38 ;
        /*1460*/                   UFFMA.FTZ UR9, UR31, 0.69314718246459960938, UR9 ;
        /*1470*/                   @!UP2 UFMUL UR29, UR29, UR29 ;
        /*1480*/                   @UP0 UMOV UR31, 0x7f800000 ;
        /*1490*/                   UFSETP.NEU.AND UP2, UPT, UR40, URZ, UPT ;
        /*14a0*/                   @UP0 UFFMA.FTZ UR9, UR40, UR31, +INF  ;
        /*14b0*/                   UFADD UR29, URZ, -UR29 ;
        /*14c0*/                   @!UP1 UFSEL UR30, UR9, -INF , UP2 ;
        /*14d0*/                   UFMUL UR29, UR30, UR29 ;
        /*14e0*/                   LDS R14, [UR41] ;
        /*14f0*/                   UFMUL UR9, UR29, 1.4426950216293334961 ;
        /*1500*/                   UFSETP.GEU.AND UP0, UPT, UR9, -126, UPT ;
        /*1510*/                   @!UP0 UFMUL UR9, UR9, 0.5 ;
        /*1520*/                   MUFU.EX2 R40, UR9 ;
        /*1530*/                   FADD R41, R14, 9.9999999747524270788e-07 ;
        /*1540*/                   R2UR UR9, R40 ;
        /*1550*/                   MUFU.RSQ R41, R41 ;
        /*1560*/                   IMAD.U32 R14, R15, 0x10000, RZ ;
        /*1570*/                   @!UP0 UFMUL UR9, UR9, UR9 ;
        /*1580*/                   FMUL R11, R41, R14 ;
        /*1590*/                   FMUL R14, R35, UR9 ;
        /*15a0*/                   FMUL R59, R11, R14 ;
        /*15b0*/                   FMUL R15, R34, UR9 ;
        /*15c0*/                   SHFL.BFLY PT, R49, R59, 0x10, 0x1f ;
        /*15d0*/                   FMUL R60, R11, R15 ;
        /*15e0*/                   FMUL R40, R37, UR9 ;
        /*15f0*/                   SHFL.BFLY PT, R60, R60, 0x10, 0x1f ;
        /*1600*/                   FMUL R41, R11, R40 ;
        /*1610*/                   SHFL.BFLY PT, R41, R41, 0x10, 0x1f ;
        /*1620*/                   FFMA R49, R11, R14, R49 ;
        /*1630*/                   SHFL.BFLY PT, R53, R49, 0x8, 0x1f ;
        /*1640*/                   FFMA R60, R11, R15, R60 ;
        /*1650*/                   SHFL.BFLY PT, R61, R60, 0x8, 0x1f ;
        /*1660*/                   FFMA R41, R11, R40, R41 ;
        /*1670*/                   SHFL.BFLY PT, R59, R41, 0x8, 0x1f ;
        /*1680*/                   FADD R49, R49, R53 ;
        /*1690*/                   SHFL.BFLY PT, R53, R49, 0x4, 0x1f ;
        /*16a0*/                   FADD R60, R60, R61 ;
        /*16b0*/                   SHFL.BFLY PT, R61, R60, 0x4, 0x1f ;
        /*16c0*/                   FADD R41, R41, R59 ;
        /*16d0*/                   SHFL.BFLY PT, R59, R41, 0x4, 0x1f ;
        /*16e0*/                   FADD R49, R49, R53 ;
        /*16f0*/                   SHFL.BFLY PT, R53, R49, 0x2, 0x1f ;
        /*1700*/                   FADD R60, R60, R61 ;
        /*1710*/                   SHFL.BFLY PT, R61, R60, 0x2, 0x1f ;
        /*1720*/                   FADD R41, R41, R59 ;
        /*1730*/                   FADD R49, R49, R53 ;
        /*1740*/                   SHFL.BFLY PT, R53, R41, 0x2, 0x1f ;
        /*1750*/                   SHFL.BFLY PT, R59, R49, 0x1, 0x1f ;
        /*1760*/                   FADD R60, R60, R61 ;
        /*1770*/                   SHFL.BFLY PT, R61, R60, 0x1, 0x1f ;
        /*1780*/                   FADD R53, R41, R53 ;
        /*1790*/                   FMUL R41, R36, UR9 ;
        /*17a0*/                   FADD R59, R49, R59 ;
        /*17b0*/                   FMUL R49, R11, R41 ;
        /*17c0*/                   SHFL.BFLY PT, R49, R49, 0x10, 0x1f ;
        /*17d0*/                   FADD R61, R60, R61 ;
        /*17e0*/                   SHFL.BFLY PT, R60, R53, 0x1, 0x1f ;
        /*17f0*/                   FFMA R49, R11, R41, R49 ;
        /*1800*/                   FADD R60, R53, R60 ;
        /*1810*/                   SHFL.BFLY PT, R53, R49, 0x8, 0x1f ;
        /*1820*/                   FADD R53, R49, R53 ;
        /*1830*/                   SHFL.BFLY PT, R49, R53, 0x4, 0x1f ;
        /*1840*/                   FADD R49, R53, R49 ;
        /*1850*/                   SHFL.BFLY PT, R53, R49, 0x2, 0x1f ;
        /*1860*/                   BSSY.RECONVERGENT B0, `(.L_x_1) ;
        /*1870*/                   FADD R49, R49, R53 ;
        /*1880*/                   SHFL.BFLY PT, R53, R49, 0x1, 0x1f ;
        /*1890*/                   BAR.SYNC.DEFER_BLOCKING 0x0 ;
        /*18a0*/               @P0 BRA `(.L_x_2) ;
        /*18b0*/                   STS [R5+UR39], R59 ;
